id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
993784,09010611152000034001000000U9,CONALEP ALVARO OBREGON II TURNO MATUTINO,COLEGIO NACIONAL DE DUCACION PROFESIONAL TECNICA,611162,Escuelas de educación media superior del sector público,51 a 100 personas,CALLE,ROMULO OFARRIL,OTRO (ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,CALZADA,CALZADA DE LAS ÁGUILAS,CALZADA,CALZADA DE LAS ÁGUILAS,NA,SN,NA,NA,NA,NA,COLONIA,AMPLIACION LAS AGUILAS,NA,NA,NA,01710,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón,1025,005,5555931253,NA,NA,Fijo,19.35375103,-99.2134493,2010-07
927532,09010611162000145000000000U2,CONALEP ALVARO OBREGON II TURNO VESPERTINO,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA,611162,Escuelas de educación media superior del sector público,51 a 100 personas,CALLE,ROMULO OFARRIL,OTRO (ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,CALZADA,CALZADA DE LAS ÁGUILAS,CALZADA,CALZADA DE LAS ÁGUILAS,NA,SN,NA,NA,NA,NA,COLONIA,AMPLIACION LAS AGUILAS,NA,NA,NA,01710,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón,1025,005,5555931253,NA,NA,Fijo,19.35379163,-99.21347152,2010-07
1015891,09008611152000026000000000U9,CONALEP COMERCIO Y FOMENTO INDUSTRIAL,SECRETARIA DE EDUCACION PUBLICA,611162,Escuelas de educación media superior del sector público,31 a 50 personas,AVENIDA,OJO DE AGUA,PRIVADA,EMPERADOR,CALLE,OYAMEL,CALLE,ESPERANZA,165,NA,NA,NA,0,NA,COLONIA,EL ERMITAÑO,NA,NA,NA,10350,09,Ciudad de México,008,La Magdalena Contreras,0001,La Magdalena Contreras,0584,005,NA,NA,NA,Fijo,19.30572009,-99.26722023,2010-07
1060324,09008611152000016001000000U0,CONALEP COMERCIO Y FOMENTO INDUSTRIAL,SECRETARIA DE EDUCACION PÚBLICA SEP,611162,Escuelas de educación media superior del sector público,31 a 50 personas,AVENIDA,OJO DE AGUA,PRIVADA,EMPERADOR,CALLE,OYAMEL,CALLE,ESPERANZA,0,SN,NA,NA,0,NA,COLONIA,EL ERMITAÑO,NA,NA,NA,10350,09,Ciudad de México,008,La Magdalena Contreras,0001,La Magdalena Contreras,0584,005,5556671162,NA,NA,Fijo,19.3055778,-99.26749035,2010-07
6317884,09014611161000195000000000U1,COLUMBIA COLLEGE PANAMERICANO DE MEXICO,COLUMBIA COLLEGE PANAMERICANO DE MEXICO SC,611161,Escuelas de educación media superior del sector privado,51 a 100 personas,CALLE,XOCHICALCO,CALLE,CUMBRES DE MALTRATA,EJE VIAL,4 SUR (XOLA),CALLE,UXMAL,195,NA,NA,NA,NA,NA,COLONIA,NARVARTE PONIENTE,NA,NA,NA,03020,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0083,009,NA,NA,NA,Fijo,19.39490883,-99.1538548,2010-07
928346,09010611162000121000000000U3,CENTRO SOCIAL,NA,611162,Escuelas de educación media superior del sector público,0 a 5 personas,CALLE,FUSHIA (LIRIO),CALLE,CAÑADA,CALLE,JACARANDAS,CALLE,CAÑADA,NA,SN,NA,NA,NA,NA,COLONIA,RINCON DE LA BOLSA,NA,NA,NA,01840,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón,1684,067,NA,NA,NA,Fijo,19.33230434,-99.25111533999998,2014-12
988226,09013611211000013001000000U1,COLEGIO WINDSOR,COLEGIO WINDSOR DEL SUR SC,611161,Escuelas de educación media superior del sector privado,6 a 10 personas,CALLE,PEDRO RAMIREZ DEL CASTILLO,CALLE,FRANCISCO I. MADERO,CALLE,VICENTE GUERRERO,CALLE,MORELOS,127,NA,NA,NA,0,NA,BARRIO,BELEN,NA,NA,NA,16070,09,Ciudad de México,013,Xochimilco,0001,Xochimilco,0226,003,NA,WINSORXOCHIMILCO@GMAIL.COM,NA,Fijo,19.26283842,-99.10546457,2010-07
1020397,09008611161000011001020443S2,COLEGIO VERMONT PREPARATORIA,COLEGIO VERMONT SC,611161,Escuelas de educación media superior del sector privado,31 a 50 personas,AVENIDA,SAN FRANCISCO,AVENIDA,CLAVELES,CALLE,REFORMA,CALLE,FERROCARRIL DE CUERNAVACA,109,NA,NA,NA,0,NA,COLONIA,SAN FRANCISCO,NA,NA,NA,10500,09,Ciudad de México,008,La Magdalena Contreras,0001,La Magdalena Contreras,0264,003,NA,CCARBAJAL@COLEGIOVERMONT.COM.MX,WWW.COLEGIOVERMONT.COM.MX,Fijo,19.31564046,-99.23039924,2010-07
973800,09014611161000114001000000U2,COLEGIO VILASECA ESPARZA,COLEGIO VILASECA ESPARZA SC,611161,Escuelas de educación media superior del sector privado,11 a 30 personas,CALLE,ALBERT,CALZADA,CALZADA DE TLALPAN,CALLE,ALBERT,CALLE,HAMBURGO,9,NA,NA,NA,NA,NA,COLONIA,ALBERT,NA,NA,NA,03560,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0670,023,NA,NA,COLEGIOVILASECAESPARZA.EDU.MX,Fijo,19.37058489,-99.14111195000001,2010-07
861391,09012611161000063000000000U5,COLEGIO TECNOLOGICO DE MEXICO,COLEGIO TECNOLOGICO DE MEXICO AC,611161,Escuelas de educación media superior del sector privado,11 a 30 personas,CALLE,CALZADA DE LOS TENORIOS,CALLE,NINGUNO,CALLE,PARMA,CALLE,PARMA,0,SN,NA,NA,NA,NA,COLONIA,GABRIEL RAMOS MILLAN,NA,NA,NA,14300,09,Ciudad de México,012,Tlalpan,0001,Tlalpan,1918,027,NA,NA,WWW.TECDEMEXICO.EDU.MX,Fijo,19.30157133,-99.12137495,2010-07
855265,09012611161000193000000000U0,COLEGIO TECNOLOGICO DEL SUR,NA,611161,Escuelas de educación media superior del sector privado,11 a 30 personas,CALLE,BOULEVARD PICACHO AJUSCO,CALLE,PASEO GIRASOL,CALLE,FRESAS,CALLE,DURAZNOS,17,MZ 19 LT 17,NA,NA,NA,NA,COLONIA,PARAJE 38,NA,NA,NA,14275,09,Ciudad de México,012,Tlalpan,0001,Tlalpan,1570,037,5556307482,LUCINDAHONRRADEZLEON@GMAIL.COM,COLEGIOTECNOLOGICODELSUR.COM,Fijo,19.26759449,-99.20994537,2010-07
6509345,09007611161000173001002863S2,CENTRO ESCOLAR NEWTON PLANTEL TLAHUAC,INSTITUTO NEWTON SC,611161,Escuelas de educación media superior del sector privado,6 a 10 personas,AVENIDA,TLÁHUAC,AVENIDA,SAN LORENZO,CALLE,CADAQUÉS,AVENIDA,MONZÓN (JUÁREZ),5926,NA,NA,NA,0,NA,COLONIA,CERRO DE LA ESTRELLA,NA,NA,NA,09860,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,1960,018,NA,NA,NA,Fijo,19.31893568,-99.07686261999999,2016-01
6509344,09003611161000162001002863S4,CENTRO ESCOLAR NEWTON PLANTEL TLALPAN,INSTITUTO NEWTON SC,611161,Escuelas de educación media superior del sector privado,0 a 5 personas,CALZADA,DE TLALPAN,CALLE,CORREDORES,CALZADA,DE TLALPAN,CALLE,TENIS,1858,NA,NA,NA,NA,NA,COLONIA,COUNTRY CLUB,NA,NA,NA,04220,09,Ciudad de México,003,Coyoacán,0001,Coyoacán,0075,019,NA,NEWTON.TLALPAN@CENTROESCOLARNEWTON.EDU.MX,WWW.CENTROESCOLARNEWTON.EDU.MX,Fijo,19.35063,-99.14524,2016-01
755623,09017611162000053001000000U3,CENTRO ESCOLAR MORELOS,NA,611162,Escuelas de educación media superior del sector público,101 a 250 personas,EJE VIAL,3 SUR (MORELOS),AVENIDA,MANZANA O EDIFICACION CONTIGUA,AVENIDA,MANZANA O EDIFICACION CONTIGUA,EJE VIAL,3 SUR (MORELOS),665,NA,NA,NA,NA,NA,COLONIA,JARDIN BALBUENA,NA,NA,NA,15850,09,Ciudad de México,017,Venustiano Carranza,0001,Venustiano Carranza,144A,001,5557642491,NA,NA,Fijo,19.40818715,-99.10864579000001,2010-07
6314571,09010611161000024012004039M1,COLEGIO SENDA 2000 FLEMING SC,COLEGIO SENDA 2000 FLEMING SC,611161,Escuelas de educación media superior del sector privado,11 a 30 personas,AVENIDA,REVOLUCIÓN,CALLE,MADERO,CALLE,DOCTOR GÁLVEZ,AVENIDA,INSURGENTES SUR,1836,NA,NA,NA,NA,NA,COLONIA,SAN ANGEL,NA,NA,NA,01000,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón,1203,007,NA,NA,NA,Fijo,19.34138189,-99.19095119,2010-07
635285,09005611121000823001000000U0,ESCUELA PREPARATORIA JERONIMO MARIANO USERA Y ALARCON,USERA AC,611161,Escuelas de educación media superior del sector privado,11 a 30 personas,AVENIDA,JUVENTINO ROSAS (VENUSTIANO CARRANZA),PRIVADA,SEGUNDA VENUSTIANO CARRANZA,CALLE,PRIVADA VENUSTIANO CARRANZA,CALLE,BARRANCA MEXILAMACO,1419,NA,NA,NA,0,NA,COLONIA,CUATEPEC EL BAJO,NA,NA,NA,07170,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,3089,026,NA,ESCJERONIMO@HOTMAIL.COM,NA,Fijo,19.55351852,-99.13644008,2010-07
1030803,09015611161000183001000000U4,ESCUELA PREPARATORIA GENERAL LÁZARO CARDENAS DEL RIO,ESCUELA PREPARATORIA GENERAL LÁZARO CARDENAS AC,611161,Escuelas de educación media superior del sector privado,11 a 30 personas,CALLE,GENERAL GABRIEL HERNANDEZ,AVENIDA,DOCTOR RIO DE LA LOZA,CALLE,GENERAL GABRIEL HERNANDEZ,AVENIDA,DOCTOR JOSÉ MARÍA VÉRTIZ,32,NA,NA,NA,NA,NA,COLONIA,DOCTORES,NA,NA,NA,06000,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0875,018,5521123205,CONTROLESCOLAR32@OUTLOOK.COM,NA,Fijo,19.42570651,-99.14729678,2010-07
6258032,09014611161000185002003546S2,ESCUELA PREPARATORIA TOMAS ALVA EDISON,FORMACION EDUCACION Y CULTURA SC,611161,Escuelas de educación media superior del sector privado,51 a 100 personas,CALLE,HERIBERTO FRÍAS,CALLE,MIGUEL LAURENT,CALLE,SAN LORENZO,CALLE,JUAN SÁNCHEZ AZCONA,1401,NA,NA,NA,0,NA,COLONIA,DEL VALLE,OTRO CONGLOMERADO,PREPARATORIA TOMAS ALVA EDISON,SN,03100,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0755,002,NA,PREPARATORIA@TAE.EDU.MX,WWW.TAE.EDU.MX,Fijo,19.37443634,-99.16410012,2010-07
6318593,09015611161000365001003226S7,CENTRO EDUCATIVO TRES CULTURAS SC,CENTRO EDUCATIVO TRES CULTURAS SC,611161,Escuelas de educación media superior del sector privado,51 a 100 personas,CALLE,NIZA,CALLE,LIVERPOOL,AVENIDA,CHAPULTEPEC,AVENIDA,INSURGENTES SUR,67,NA,NA,NA,0,NA,COLONIA,JUAREZ,NA,NA,NA,06600,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,095A,015,NA,NA,WWW.TC.COM.MX,Fijo,19.42485234,-99.16172149999998,2010-07
803862,09006611162000016000000000U3,ESCUELA PREPARATORIA FELIPE CARRILLO PUERTO,GOBIERNO DEL DISTRITO FEDERAL,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,ORIENTE 237,CALLE,SUR 4,AVENIDA,CALZADA GENERAL IGNACIO ZARAGOZA,CALLE,ORIENTE 233,39,NA,NA,NA,NA,NA,COLONIA,AGRICOLA ORIENTAL,NA,NA,NA,08500,09,Ciudad de México,006,Iztacalco,0001,Iztacalco,0185,009,NA,NA,NA,Fijo,19.40559369,-99.07359218,2010-07
1038306,09013611162000026000000000U8,ESCUELA PREPARATORIA DEL GOBIERNO DE LA CIUDAD DE MEXICO FRAY BERNARDINO DE SAHAGUN,INSTITUTO DE EDUCACION MEDIA SUPERIOR DEL GOBIERNO DE LA CIUDAD DE MEXICO,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,AÑO DE JUAREZ,CERRADA,NINGUNO,CALLE,HERMENEGILDO GALEANA,AVENIDA,5 DE MAYO,9745,NA,NA,NA,NA,NA,COLONIA,QUIRINO MENDOZA,NA,NA,NA,16710,09,Ciudad de México,013,Xochimilco,0001,Xochimilco,0692,001,NA,NA,WWW.IEMS.CDMX.GOB.MX,Fijo,19.25882426,-99.02553832,2010-07
1006249,09010611121000223010000000S3,CENTRO EDUCATIVO PROFESIONAL SEVILLA,NA,611161,Escuelas de educación media superior del sector privado,6 a 10 personas,CALLE,DOCTOR GALVEZ,AVENIDA,REVOLUCION,CALLE,MADERO,CALLE,MADERO,8,NA,NA,NA,NA,NA,COLONIA,SAN ANGEL,NA,NA,NA,01000,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón,1203,009,NA,CEPS.DF@HOTMAIL.COM,NA,Fijo,19.34406482,-99.19127435,2010-07
846449,09005611162000177000000000U5,ESCUELA NACIONAL PREPARATORIA NUMERO 9,ESCUELA NACIONAL PREPARATORIA NUMERO 9 PLANTEL PEDRO DE ALBA,611162,Escuelas de educación media superior del sector público,251 y más personas,AVENIDA,INSURGENTES NORTE,CALLE,RICARTE,EJE VIAL,4 NORTE (AVENIDA FORTUNA),CALLE,RIOBAMBA,1698,NA,NA,NA,NA,NA,COLONIA,LINDAVISTA,NA,NA,NA,07300,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,1256,007,NA,ENP.PREPA9@GMAIL.COM,WWW.PREPA9.UNAM.MX,Fijo,19.48349452,-99.12787092,2014-12
8303267,09016611162000107000000000U9,ESCUELA NACIONAL PREPARATORIA NO 4 VIDAL CASTAÑEDA Y NAJERA,UNIVERSIDAD AUTONOMA NACIONAL,611162,Escuelas de educación media superior del sector público,251 y más personas,AVENIDA,OBSERVATORIO,CALLE,EX ARZOBISPADO,CALLE,GENERAL MANUEL M. PLATA,CALLE,GENERAL VICTORIANO CEPEDA,170,NA,NA,NA,NA,NA,COLONIA,OBSERVATORIO,NA,NA,NA,11380,09,Ciudad de México,016,Miguel Hidalgo,0001,Miguel Hidalgo,1137,005,NA,NA,WWW.ENP4.UNAM.MX,Fijo,19.403428859999998,-99.19570170999998,2019-11
904912,09003611162000055001000000U8,ESCUELA NACIONAL PREPARATORIA 6 ANTONIO CASO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,SAN PEDRO,CALLE,CORINA,AVENIDA,MIGUEL HIDALGO,AVENIDA,DIVISIÓN DEL NORTE,3,NA,NA,NA,NA,NA,COLONIA,DEL CARMEN,NA,NA,NA,04100,09,Ciudad de México,003,Coyoacán,0001,Coyoacán,0056,010,NA,NA,WWW.PREPA6.UNAM.MX,Fijo,19.35223826,-99.15689868,2014-12
1059380,09012611162000077000000000U3,ESCUELA NACIONAL PREPARATORIA # 5 JOSÉ VASCONCELOS  PERTENECE A LA UNAM,ENP 5 JOSÉ VASCONCELOS,611162,Escuelas de educación media superior del sector público,251 y más personas,CALZADA,CALZADA DEL HUESO,OTRO (ESPECIFIQUE),BARDA,CALZADA,GUADALUPE,CALLE,TENANGO,151,NA,NA,NA,NA,NA,COLONIA,EX HACIENDA COAPA,NA,NA,NA,14300,09,Ciudad de México,012,Tlalpan,0001,Tlalpan,0197,006,5556782097,PREPA5DIRECCION@HOTMAIL.COM,WWW.PREPA5.UNAM.MX,Fijo,19.30758815,-99.1334806,2010-07
734742,09007722514009521010000000U9,INSTITUTO EDUCATIVO JUSTO SIERRA,NA,611161,Escuelas de educación media superior del sector privado,0 a 5 personas,CALLE,JUSTO SIERRA,PRIVADA,1 DE JUSTO SIERRA,CALLE,JAVIER MINA,CALLE,ALLENDE,14,MZ 20,NA,NA,NA,NA,COLONIA,PUEBLO SANTA CRUZ MEYEHUALCO,NA,NA,NA,09700,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,1763,020,NA,NA,NA,Fijo,19.34201665,-99.03465639000001,2014-12
1060296,09015611162000073001000000U5,ESCUELA NACIONAL DE ARTES GRAFICAS CETIS TURNO MATUTINO,CENTRO DE ESTUDIOS TECNÓLOGICOS CETIS 11,611162,Escuelas de educación media superior del sector público,51 a 100 personas,EJE VIAL,1 PONIENTE (AVENIDA BUCARELI),CALLE,LUCERNA,CALLE,GENERAL PRIM,CALLE,ABRAHAM GONZÁLEZ,117,NA,NA,NA,NA,NA,COLONIA,JUAREZ,NA,NA,NA,06600,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0856,011,5555350485,NA,NA,Fijo,19.42928035,-99.15238827,2010-07
1059509,09015611162000143001000000U6,ESCUELA NACIONAL DE ARTES GRAFICAS CETIS 11,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM 11,611162,Escuelas de educación media superior del sector público,51 a 100 personas,EJE VIAL,1 PONIENTE (AVENIDA BUCARELI),CALLE,LUCERNA,CALLE,GENERAL PRIM,CALLE,ABRAHAM GONZÁLEZ,117,NA,NA,NA,NA,NA,COLONIA,JUAREZ,NA,NA,NA,06600,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0856,011,5555350485,NA,NA,Fijo,19.42928035,-99.15238827,2010-07
6768555,09010611161000113001000000U2,CEDIM,CEDIM SC,611161,Escuelas de educación media superior del sector privado,0 a 5 personas,CALLE,PROLONGACION AVENIDA SANTA FE,AVENIDA,JAVIER BARROS SIERRA,CALLE,ANTONIO DOVALI JAIME,AVENIDA,JAVIER BARROS SIERRA,70,NA,CENTRO Y PLAZA COMERCIAL,PLANTA BAJA,NA,NA,ZONA COMERCIAL,DELEGACION ALVARO OBREGON,CENTRO Y PLAZA COMERCIAL,SAMARA,SN,01210,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón,1542,053,8182622200,NA,NA,Fijo,19.36809741,-99.25992676,2016-10
1059464,09009611162000047000000000U2,CECYT # 15 DIODORO ANTUNEZ ECHEGARAY,INSTITUTO POLITECNICO NACIONAL,611162,Escuelas de educación media superior del sector público,251 y más personas,CALLE,DOCTOR GASTON MELO,CALLE,LEONA VICARIO,CALLE,MOCTEZUMA,CALLE,ZAZAPOTLA,41,NA,NA,NA,NA,NA,COLONIA,PUEBLO DE SAN ANTONIO TECOMITL,NA,NA,NA,12100,09,Ciudad de México,009,Milpa Alta,0011,San Antonio Tecómitl,0401,018,NA,NA,NA,Fijo,19.22144804,-98.99559477,2010-07
1059461,09016611162000067000000000U5,CECYT # 11 WILFRIDO MASSIEU,INSTITUTO POLITECNICO NACIONAL,611162,Escuelas de educación media superior del sector público,251 y más personas,AVENIDA,AVENIDA DE LOS MAESTROS,CALLE,MANUEL CARPIO,AVENIDA,CALZADA DE LOS GALLOS,CIRCUITO,INTERIOR (INSTITUTO TECNICO INDUSTRIAL),NA,SN,NA,NA,NA,NA,COLONIA,PLUTARCO ELIAS CALLES,NA,NA,NA,11340,09,Ciudad de México,016,Miguel Hidalgo,0001,Miguel Hidalgo,0088,005,5557296000,NA,NA,Fijo,19.45345081,-99.16616263,2011-03
9123025,09015611162000212000000000U9,CEDE DE BACHILLERATO A DISTANCIA DE LA SECRETARIA DE EDUCACION PUBLICA,CEDE DE BACHILLERATO A DISTANCIA DE LA SECRETARIA DE EDUCACION PUBLICA,611162,Escuelas de educación media superior del sector público,6 a 10 personas,CALLE,5 DE FEBRERO,CALLE,LUCAS ALAMAN,DIAGONAL,20 DE NOVIEMBRE,CALLE,LUCAS ALAMÁN,161,NA,NA,NA,0,NA,COLONIA,OBRERA,NA,NA,NA,06800,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1055,006,NA,NA,NA,Fijo,19.42161357,-99.13579956,2019-11
1059459,09010611162000077000000000U7,CECYT NUMERO 4 LAZARO CARDENAS,INSTITUTO POLITÉCNICO NACIONAL,611162,Escuelas de educación media superior del sector público,251 y más personas,AVENIDA,CONSTITUYENTES,CALLE,ACUEDUCTO,CALLE,JACARANDA,AVENIDA,AVENIDA DE LAS TORRES,813,NA,NA,NA,NA,NA,COLONIA,BELEM DE LAS FLORES,NA,NA,NA,01110,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón,2076,013,5557296000,CACYT4@IPN.MX,WWW.CECYT4.IPN.MX,Fijo,19.39861944,-99.21475823,2014-12
846462,09016611162000077000000000U4,CECYT NO 2 MIGUEL BERNARD,INSTITUTO POLITÉCNICO NACIONAL,611162,Escuelas de educación media superior del sector público,251 y más personas,AVENIDA,RIO SAN JOAQUIN,CALZADA,SIN REFERENCIA,CALZADA,SANTA CRUZ CACALCO,CALZADA,SANTA CRUZ CACALCO,133,NA,NA,NA,NA,NA,COLONIA,SAN JOAQUIN,NA,NA,NA,11260,09,Ciudad de México,016,Miguel Hidalgo,0001,Miguel Hidalgo,0228,001,5557296344,CECYT2@IPN.MX,WWW.CECYT2.IPN.MX,Fijo,19.45174171,-99.21370878,2014-12
9275618,09007611162000363000000000U7,CASA DE LA CULTURA DE LAS BOMBAS,UNIVERSIDAD AUTONOMA METROPOLITANA,611162,Escuelas de educación media superior del sector público,11 a 30 personas,CALLE,Torres Quintero,AVENIDA,San Felipe de Jesus,AVENIDA,Quetzal,AVENIDA,San Rafael Atlixco,0,NA,NA,NA,0,NA,COLONIA,LA PURISIMA,NA,NA,NA,09030,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,1246,009,NA,casadelasbombas@prodigy-net-mx,www.izt.uam.mx/cbombas/,Fijo,19.35640505,-99.0731532,2020-11
973914,09014611161000011001000000U0,COLEGIO NAPOLEON,NA,611161,Escuelas de educación media superior del sector privado,0 a 5 personas,CALLE,ALBERT,AVENIDA,PRESIDENTE PLUTARCO ELIAS CALLES,CALLE,MIRAVALLE,AVENIDA,VÍCTOR HUGO,57,NA,NA,NA,NA,NA,COLONIA,ALBERT,NA,NA,NA,03560,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0670,019,NA,CONTACTO@COLEGIONAPOLEON.COM.MX,NA,Fijo,19.36969315,-99.13812521,2010-07
667486,09002611152000013001000000U0,COLEGIO NACIONAL DE EDUCACION PROFESIONAL PLANTEL AZCAPOTZALCO 106,SECRETARIA DE EDUCACION PUBLICA,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CERRADA,CECATI,EJE VIAL,4 NORTE (CALZADA AZCAPOTZALCO-LA VILLA),EJE VIAL,4 NORTE (CALZADA AZCAPOTZALCO-LA VILLA),CALLE,CALZADA AZCAPOTZALCO LA VILLA,13,NA,NA,NA,0,NA,COLONIA,SANTO TOMAS,NA,NA,NA,02020,09,Ciudad de México,002,Azcapotzalco,0001,Azcapotzalco,0330,001,NA,NA,NA,Fijo,19.48746259,-99.17636800999999,2010-07
6257618,09007611162000194001000000U6,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA PLANTEL TRES IZTAPALAPA,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TÉCNICA,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,NAUTLA,CALLE,CIRUELO,CALLE,SIN REFERENCIA,CALLE,ESTRELLA,NA,SN,NA,NA,NA,NA,COLONIA,SAN JUAN XALPA,NA,NA,NA,09850,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,2831,009,5556123405,LMERP.DIR.226@DF.CONALEP.EDU.MX,WWW.CONALEP.EDU.MX,Fijo,19.33439442,-99.07902242000002,2010-07
6315894,09014611161000134001000000U0,COLEGIO NACIONAL DE MATEMATICAS,COLEGIO DE MATEMATICAS SC,611161,Escuelas de educación media superior del sector privado,11 a 30 personas,CALLE,UXMAL,CALLE,CUMBRES DE MALTRATA,EJE VIAL,4 SUR (XOLA),CALLE,XOCHICALCO,182,NA,NA,NA,NA,NA,COLONIA,NARVARTE PONIENTE,NA,NA,NA,03020,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0083,009,5555190755,CONTACTOCONAMATNARVARTE@CONAMAT.COM,WWW.CONAMAT.COM,Fijo,19.39517004,-99.15450218,2010-07
651206,09005611312000055010000000U4,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TÉCNICA,611162,Escuelas de educación media superior del sector público,51 a 100 personas,CALLE,CALLE DE LA BORRASCA,BOULEVARD,TEMOLUCO,CALLE,ACUEDUCTO DE GUADALUPE,CALLE,CALLE DEL CERRO,NA,SN,NA,NA,NA,NA,COLONIA,ZONA RES ACUEDUCTO DE GUADALUPE,NA,NA,NA,07279,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,039A,016,NA,MARCO.DIR002@DF.CONALEP.EDU.MX,NA,Fijo,19.52189848,-99.14586695,2010-07
728585,09007611162000215001000000U9,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA PLANTEL IZTAPALAPA 5,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TÉCNICA PLANTEL IZTAPALAPA 5,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,AHUEHUETES,CALLE,ENCINOS,CALLE,PIRULES,AVENIDA,TEXCOCO,0,SN,NA,NA,0,NA,COLONIA,SANTA MARTHA ACATITLA NORTE,NA,NA,NA,09140,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,5766,001,NA,NA,NA,Fijo,19.37255251,-99.00629929,2014-12
1023266,09008611162000025001000000U0,COLEGIO NACIONAL DE EDUCACION PROFECIONAL TECNICA,COLEGIO NACIONAL DE EDUCACION PROFECIONAL TECNICA,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,BARRANCA TEXIMACOYA,CALLE,REFORMA,CALLE,DURANGO,CALLE,NARANJO,17,NA,NA,NA,0,NA,COLONIA,SAN FRANCISCO,NA,NA,NA,10810,09,Ciudad de México,008,La Magdalena Contreras,0001,La Magdalena Contreras,0495,011,NA,NA,WWW.CONALEP.EDU.MX-QODDF-PLANTELES-MAGDALENA-COTRERAS-PAGINAS-DEFAULT.ASPX,Fijo,19.31096131,-99.23008805999999,2010-07
6419690,09007611151000033001003405S9,COLEGIO NACIONAL DE CAPACITACION INTENSIVA SC IZTAPALAPA,UNIVERSIDAD CNCI DE MEXICO SC,611161,Escuelas de educación media superior del sector privado,11 a 30 personas,AVENIDA,8 SUR (CALZADA ERMITA IZTAPALAPA),AVENIDA,MIGUEL HIDALGO,CALLE,COLÓN,AVENIDA,HIDALGO,1788,NA,NA,NA,0,SN,COLONIA,BARRIO SAN MIGUEL,NA,NA,NA,NA,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,1246,008,NA,NA,NA,Fijo,19.35153346,-99.075679,2010-07
